# (Atpase).Flux	Values[(2GAPDH+GAPN)/PYK]	
11.3704	0.558551	
1.36153	0.100482	
4.45451	0.269633	
11.3115	0.556494	
2.1258	0.145177	
1.77821	0.125104	
1.89387	0.131829	
11.3584	0.558134	
1.43453	0.10484	
5.19886	0.306056	
10.9956	0.545353	
10.9802	0.544806	
4.97589	0.295304	
11.3643	0.558338	
4.66506	0.28009	
10.1347	0.514115	
11.2827	0.555484	
2.28181	0.154053	
0.481449	0.0463883	
4.93834	0.29348	
0.182235	0.0273222	
0.678373	0.058746	
2.96095	0.191755	
11.1269	0.550005	
9.95747	0.50752	
8.41644	0.447642	
3.20541	0.204964	
5.33272	0.312448	
10.7604	0.536948	
11.3536	0.557964	
8.19224	0.438534	
9.55399	0.492287	
0.179114	0.0271215	
11.3626	0.558278	
7.72674	0.419284	
7.45338	0.407762	
8.76631	0.461648	
11.355	0.558013	
9.92532	0.506317	
1.03498	0.0807483	
8.69076	0.458644	
11.3502	0.557844	
5.20772	0.306481	
5.60363	0.325242	
9.97267	0.508088	
11.359	0.558153	
11.1888	0.552186	
10.7084	0.535078	
5.34353	0.312963	
11.3234	0.556908	
9.48187	0.489532	
11.3406	0.55751	
9.51629	0.490847	
3.20743	0.205072	
8.23128	0.440128	
11.2668	0.554926	
11.3133	0.556556	
11.2529	0.554439	
2.48739	0.165625	
2.5006	0.166364	
11.3009	0.556123	
11.1475	0.550731	
3.79864	0.236252	
11.33	0.557141	
11.3563	0.558059	
4.46048	0.269931	
0.460698	0.0450774	
1.40163	0.102879	
10.9645	0.544247	
9.32899	0.483658	
4.60949	0.277342	
6.23464	0.354317	
11.321	0.556824	
10.3422	0.521764	
11.2857	0.555589	
0.438905	0.0436988	
11.2246	0.553444	
11.2323	0.553716	
9.66016	0.496325	
11.2677	0.554959	
5.70643	0.330047	
5.01047	0.29698	
3.94482	0.2438	
11.1511	0.550857	
8.0683	0.433454	
7.01194	0.388801	
3.2276	0.206153	
10.744	0.536357	
2.95893	0.191645	
8.83434	0.464342	
5.26582	0.30926	
10.3471	0.521946	
11.1697	0.551513	
8.12614	0.435829	
7.39831	0.40542	
11.2769	0.555282	
4.62934	0.278325	
7.32033	0.402093	
11.2122	0.553008	
11.2493	0.554312	
9.82759	0.50265	
11.3686	0.55849	
1.0391	0.0810001	
11.3243	0.556942	
1.92558	0.133665	
1.50747	0.109176	
10.5802	0.530442	
11.3587	0.558143	
4.50024	0.271915	
7.34412	0.40311	
11.3467	0.557725	
7.12483	0.393692	
0.967886	0.0766453	
8.28139	0.442168	
8.65516	0.457225	
