# (Atpase).Flux	Values[(2GAPDH+GAPN)/PYK]	
25.4859	0.926417	
21.8771	0.851367	
25.5739	0.928125	
25.5471	0.927605	
25.3486	0.923742	
15.4304	0.687678	
23.314	0.882467	
11.6677	0.568854	
25.2835	0.922467	
24.6853	0.910623	
19.6843	0.800444	
24.8951	0.914807	
25.5181	0.927043	
10.6508	0.533	
25.4448	0.925617	
25.4379	0.925483	
5.37832	0.314615	
14.579	0.662533	
17.398	0.742343	
13.2959	0.622787	
25.608	0.928785	
17.1502	0.735708	
25.0669	0.918208	
18.1902	0.763097	
25.6033	0.928695	
25.3583	0.92393	
25.5886	0.928411	
11.7433	0.571448	
25.1138	0.919134	
25.4047	0.924835	
20.8492	0.828043	
1.16731	0.0887922	
25.3205	0.923191	
8.37728	0.446059	
25.1999	0.920828	
16.8352	0.727175	
20.9239	0.829769	
24.5281	0.907467	
5.69461	0.329495	
16.5982	0.720677	
5.94017	0.340872	
11.3527	0.557935	
2.515	0.167168	
25.1794	0.920425	
25.0829	0.918524	
12.6902	0.603199	
25.3117	0.923018	
5.00148	0.296544	
23.8628	0.893906	
23.7108	0.890761	
16.8659	0.728012	
21.3133	0.83869	
2.61159	0.172548	
24.6008	0.908929	
23.1176	0.878315	
14.2629	0.652955	
22.0482	0.855161	
25.2021	0.92087	
25.433	0.925388	
24.7221	0.911358	
11.9349	0.577989	
25.4551	0.925818	
14.4424	0.658412	
13.866	0.64073	
25.1433	0.919715	
10.794	0.538155	
7.7938	0.422086	
17.839	0.753982	
0.271734	0.0330621	
25.3972	0.924689	
18.5983	0.773525	
24.8649	0.914207	
13.0322	0.614325	
20.7777	0.826385	
24.8172	0.913256	
21.9891	0.853853	
22.2844	0.860356	
13.6332	0.633461	
15.9388	0.702249	
6.92631	0.385072	
24.9642	0.916176	
0.110443	0.0226949	
25.6076	0.928778	
21.8045	0.849751	
24.2297	0.901427	
24.667	0.910256	
25.0749	0.918366	
17.6759	0.749702	
9.33127	0.483746	
3.50787	0.22105	
14.9296	0.673001	
17.7156	0.750747	
5.84203	0.336344	
25.0503	0.917881	
25.4737	0.92618	
25.5201	0.927082	
25.1222	0.919298	
11.0031	0.545621	
25.435	0.925426	
25.5672	0.927996	
24.5064	0.90703	
13.1984	0.61967	
25.0275	0.91743	
0.120857	0.0233674	
23.3355	0.88292	
24.948	0.915856	
25.0927	0.918717	
5.02823	0.29784	
24.5982	0.908876	
23.1068	0.878087	
3.96295	0.244732	
25.0035	0.916955	
25.5384	0.927436	
25.099	0.918841	
21.1327	0.83457	
23.7622	0.891827	
25.2067	0.920962	
25.4801	0.926304	
8.54866	0.452964	
25.5281	0.927237	
25.2126	0.921077	
25.5712	0.928072	
19.0295	0.784357	
25.5919	0.928474	
25.3267	0.923312	
5.69362	0.32945	
25.1567	0.919978	
24.5358	0.907621	
24.3552	0.903974	
0.303962	0.0351213	
3.9419	0.24365	
25.1944	0.92072	
15.5013	0.689729	
6.50337	0.366401	
23.0157	0.876149	
14.9099	0.672418	
25.3544	0.923854	
25.5993	0.928618	
25.2775	0.92235	
24.6234	0.909383	
24.8506	0.913921	
24.703	0.910977	
9.64509	0.495753	
23.0913	0.877757	
25.2472	0.921756	
25.1235	0.919324	
25.4183	0.925101	
4.36098	0.264948	
25.3339	0.923454	
15.1319	0.678968	
25.5681	0.928013	
25.5389	0.927447	
14.2038	0.651149	
21.1244	0.83438	
25.1615	0.920072	
24.9657	0.916207	
24.2963	0.90278	
6.37072	0.360458	
22.0309	0.854777	
25.4486	0.925692	
24.5555	0.908019	
11.0776	0.548262	
25.4545	0.925806	
25.3014	0.922817	
25.1126	0.91911	
12.0889	0.583202	
21.1708	0.835441	
4.37296	0.26555	
25.2777	0.922355	
24.2139	0.901104	
25.5875	0.92839	
25.5993	0.928618	
24.4163	0.905212	
23.5908	0.888266	
24.9185	0.915271	
5.14903	0.303665	
24.44	0.90569	
25.6038	0.928704	
24.5097	0.907097	
15.2118	0.681312	
25.3855	0.924461	
13.6632	0.6344	
24.3576	0.904024	
0.859644	0.0699902	
24.2517	0.901873	
23.9169	0.895022	
17.7631	0.751993	
25.0001	0.916887	
13.978	0.644202	
24.7091	0.911098	
15.6713	0.694621	
24.411	0.905104	
25.033	0.917538	
3.392	0.21492	
15.6158	0.693029	
22.8332	0.872249	
8.93858	0.468453	
9.68165	0.49714	
24.649	0.909895	
8.52297	0.451933	
